"","age","gender_bin","country","grit","extraversion","openess","conscientiousness","agreeableness","neuroticism","VLC_QA","VLC_rest","GS1","GS2","GS3","GS4","GS5","GS6","GS7","GS8","GS9","GS10","GS11","GS12","E1","E2","E3","E4","E5","E6","E7","E8","E9","E10","O1","O2","O3","O4","O5","O6","O7","O8","O9","O10","C1","C2","C3","C4","C5","C6","C7","C8","C9","C10","A1","A2","A3","A4","A5","A6","A7","A8","A9","A10","N1","N2","N3","N4","N5","N6","N7","N8","N9","N10","gender","surveyelapse","VCL1","VCL2","VCL3","VCL4","VCL5","VCL6","VCL7","VCL8","VCL9","VCL10","VCL11","VCL12","VCL13","VCL14","VCL15","VCL16","education","urban","engnat","hand","religion","orientation","race","voted","married","familysize","operatingsystem","browser","screenw","screenh","introelapse","testelapse"
"2242",21,"male","US",32,22,36,38,35,29,0,6,3,4,2,2,2,3,4,2,1,2,4,3,2,3,2,2,2,3,2,2,2,2,2,4,4,4,4,4,4,2,4,4,4,4,4,4,3,4,4,3,4,4,4,3,4,3,3,4,3,3,4,4,2,2,4,3,4,3,2,2,4,3,1,155,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,2,1,1,1,1,2,1,3,"Windows","Firefox",1366,768,494,174
"2243",29,"male","MY",25,18,41,47,30,34,1,5,1,4,4,1,2,2,2,2,1,2,2,2,1,4,1,2,3,2,1,2,1,1,4,4,4,5,4,4,4,4,4,4,5,5,4,5,5,5,5,5,4,4,2,2,1,5,4,4,2,4,4,2,4,2,5,3,4,4,4,2,4,2,1,118,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,1,4,2,2,3,10,1,5,1,2,4,"Windows","Chrome",1280,720,165,187
"2244",18,"male","KE",46,49,36,16,32,20,0,5,2,5,3,2,5,5,5,5,4,5,1,4,4,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,2,2,5,1,1,4,3,1,1,2,1,1,1,4,1,5,4,4,3,1,4,5,1,3,1,1,1,1,1,5,5,1,1,1,144,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,3,2,1,2,"Windows","Firefox",1280,800,3,170
"2245",21,"female","IN",47,16,36,24,24,46,0,5,4,4,5,1,5,2,5,5,2,4,5,5,1,1,1,1,5,1,1,3,1,1,1,5,5,5,1,5,1,3,5,5,3,1,5,1,3,1,1,1,3,5,3,5,5,1,1,1,5,1,1,1,5,5,5,1,5,5,5,5,5,5,2,283,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,4,3,1,1,8,0,1,1,1,7,"Windows","Firefox",1366,768,19,228
"2246",23,"male","PK",31,31,41,36,13,32,0,6,2,4,4,2,3,1,2,3,2,3,3,2,1,3,5,1,5,2,3,2,5,4,5,3,1,4,5,5,5,4,4,5,5,1,5,1,3,5,3,3,5,5,1,1,4,1,1,1,1,1,1,1,5,1,5,1,4,4,4,3,1,4,1,393,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,4,1,2,1,10,1,1,1,1,6,"Linux","AndroidBrowser",800,853,21,516
"2247",21,"male","SG",35,20,38,34,16,28,0,5,2,5,3,4,2,3,2,2,2,3,4,3,1,2,5,1,1,2,1,2,4,1,4,4,5,4,2,4,4,4,4,3,4,4,4,4,2,3,4,5,2,2,1,2,1,1,1,1,2,3,1,3,2,2,5,4,3,3,1,2,2,4,1,554,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,1,1,1,2,1,2,"Windows","Chrome",1280,768,8,148
"2248",25,"male","IN",42,42,36,29,16,40,0,5,3,4,5,3,5,3,5,5,3,2,1,3,4,5,4,4,5,5,3,4,4,4,2,4,4,4,4,4,4,2,4,4,2,4,1,4,2,4,4,4,2,2,1,1,2,2,1,2,1,2,2,2,4,4,4,4,4,4,5,4,5,2,1,228,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,8,1,5,1,1,0,"Windows","Chrome",1366,768,9,388
"2249",24,"male","IN",25,33,37,39,20,16,0,5,1,3,2,2,3,2,1,2,2,2,4,1,3,2,3,4,5,4,4,4,2,2,3,5,3,5,4,5,4,1,3,4,4,4,5,4,5,4,3,5,4,1,4,2,1,2,1,3,1,3,1,2,1,2,3,3,1,1,1,2,1,1,1,222,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,3,2,1,11,1,1,1,1,3,"Windows","Firefox",1366,768,4,267
"2250",23,"female","NL",25,40,45,31,20,23,0,4,1,3,2,3,3,1,3,2,2,1,1,3,4,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4,5,5,4,4,2,4,3,3,2,2,4,3,4,2,1,3,2,2,2,2,2,2,2,2,2,3,3,3,2,2,2,2,2,2,119,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,4,2,2,1,6,1,4,1,1,0,"Macintosh","Chrome",1440,900,5,114
"2251",18,"male","AR",49,31,39,19,24,18,0,6,4,5,3,4,5,4,5,5,4,4,1,5,3,4,3,4,3,2,1,4,5,2,5,2,4,4,3,4,5,4,4,4,1,1,2,2,1,1,4,3,2,2,2,3,2,3,2,2,2,2,3,3,2,2,5,1,3,1,1,1,1,1,1,203,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,2,1,4,2,1,0,"Linux","Chrome",360,640,119,215
"2253",20,"female","US",40,12,44,45,16,45,0,6,3,5,5,4,4,1,4,3,2,5,2,2,1,1,1,2,1,2,1,1,1,1,5,5,4,5,3,2,5,5,5,5,5,4,5,4,4,5,5,3,5,5,1,1,1,2,1,1,1,2,2,4,5,4,5,5,2,4,5,5,5,5,2,72,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,1,5,4,1,1,2,"Macintosh","Chrome",1280,800,6,81
"2254",21,"female","IT",30,26,28,29,37,33,0,4,2,3,2,3,2,2,2,2,3,3,3,3,2,3,2,3,2,3,3,3,3,2,2,3,2,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,4,3,4,3,3,2,3,3,4,4,4,2,158,1,1,0,1,0,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,10,1,1,1,1,2,"Macintosh","Safari",1280,800,51,178
"2255",26,"female","RO",33,24,31,25,17,42,0,4,2,2,4,3,4,1,3,5,2,4,2,1,4,4,3,2,2,2,1,2,2,2,1,2,4,4,4,3,5,1,5,2,3,2,5,2,2,1,1,2,2,5,5,2,1,1,1,1,3,1,1,1,4,4,5,3,4,4,5,5,4,4,2,536,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,4,3,2,1,10,0,2,2,1,5,"Windows","Opera",1366,768,1284,717
"2256",45,"female","NZ",26,44,38,48,13,37,0,6,1,5,5,1,2,1,2,2,1,1,4,1,4,5,4,5,5,5,5,5,1,5,4,4,3,3,4,3,4,4,4,5,4,5,5,5,4,5,5,5,5,5,1,1,1,1,3,1,1,1,1,2,4,5,5,3,5,4,3,2,5,1,2,216,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,2,1,1,7,1,5,1,2,4,"Windows","Chrome",1280,720,56,300
"2257",24,"female","VN",29,45,39,33,22,30,0,4,2,3,4,1,2,2,2,3,3,4,2,1,5,5,4,3,5,5,4,4,5,5,4,4,3,4,5,4,5,2,3,5,5,1,5,4,4,3,4,1,4,2,3,1,1,2,2,2,2,2,2,5,4,2,5,2,4,4,3,2,2,2,2,477,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,2,2,1,3,2,1,1,1,3,"iOS","Safari",320,568,12,306
"2258",17,"female","DK",35,22,28,34,21,30,0,3,2,4,2,4,3,2,2,3,4,4,4,1,1,2,3,2,2,4,1,2,4,1,2,4,2,4,2,2,3,3,5,1,4,4,4,3,2,2,4,2,4,5,2,2,1,2,2,1,3,3,2,3,3,3,5,3,2,2,4,4,1,3,2,255,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,2,1,2,1,6,1,4,2,1,4,"Windows","Chrome",1366,768,62,313
"2259",20,"male","US",32,30,34,31,30,28,0,5,2,2,2,2,3,2,2,4,3,4,5,1,3,2,4,4,2,5,1,3,4,2,3,4,4,2,3,4,4,3,3,4,4,5,1,5,2,2,5,2,2,3,3,4,1,3,4,2,4,4,3,2,2,2,4,4,4,3,2,1,3,3,1,218,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,2,1,6,1,5,2,1,2,"Macintosh","Safari",1680,1050,13,303
"2262",46,"female","US",30,32,49,30,16,38,0,8,1,5,3,3,4,1,2,1,2,1,4,3,2,4,3,4,2,4,3,2,5,3,5,5,5,5,4,5,5,5,5,5,3,2,4,4,1,1,2,5,3,5,1,2,2,1,2,1,1,2,1,3,2,3,4,4,4,2,5,5,4,5,2,115,1,1,1,1,1,0,1,0,0,1,1,0,1,1,1,1,4,2,1,1,12,0,4,1,2,2,"Windows","Chrome",1920,1080,57,122
"2263",29,"female","US",23,32,35,39,26,29,1,9,2,3,3,2,1,1,2,2,2,1,3,1,3,4,4,2,4,4,4,2,3,2,5,4,2,2,3,3,5,5,3,3,5,2,5,4,2,4,4,4,5,4,2,2,4,2,4,3,2,2,2,3,3,2,4,4,1,2,3,3,4,3,2,162,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,3,2,1,1,6,1,1,1,1,4,"iOS","Safari",375,667,16,194
"2265",27,"female","AU",43,15,41,32,37,21,0,6,3,3,4,4,5,3,3,5,4,4,2,3,1,1,2,1,3,2,2,1,1,1,4,4,4,4,4,4,5,4,4,4,4,3,3,4,2,2,3,3,4,4,4,4,3,4,4,3,4,3,4,4,2,2,2,3,2,2,2,2,2,2,2,159,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,2,1,1,1,1,4,1,1,4,"Windows","Chrome",1366,768,25,132
"2266",26,"female","SG",42,35,38,25,23,35,0,2,3,3,2,4,4,4,3,4,4,4,3,4,4,5,3,4,4,3,3,3,3,3,4,4,4,2,4,4,4,4,4,4,2,2,2,3,3,2,3,3,2,3,3,2,3,2,2,2,2,3,2,2,4,3,3,3,4,4,4,4,4,2,2,140,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,3,3,1,1,7,1,1,2,1,2,"Windows","Chrome",1366,768,28,198
"2267",26,"female","SG",41,38,36,38,22,40,0,5,3,5,4,4,4,3,3,3,4,4,1,3,3,4,4,4,4,5,2,4,4,4,3,3,5,2,4,4,4,1,5,5,5,5,1,4,4,3,4,4,4,4,5,2,2,2,2,2,2,2,1,2,4,4,5,3,5,4,4,4,4,3,2,179,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,0,3,1,1,4,1,1,2,2,1,"Windows","Chrome",1280,720,43,147
"2268",29,"female","FI",21,20,47,43,26,29,0,5,2,3,1,3,2,1,2,1,1,1,3,1,3,1,2,2,2,4,1,2,2,1,5,5,4,5,5,5,5,4,5,4,4,5,5,5,1,5,5,4,4,5,2,2,1,2,2,4,3,4,3,3,3,4,3,4,2,2,2,2,3,4,2,219,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,2,1,2,1,4,2,1,3,"iOS","Safari",768,1024,17,163
"2269",26,"female","NL",37,36,32,37,17,24,0,4,4,3,2,4,4,3,4,2,4,2,3,2,3,4,5,4,4,4,4,1,3,4,3,1,4,4,3,4,4,2,3,4,3,5,3,5,2,5,3,4,4,3,2,2,1,1,3,2,1,3,1,1,4,1,5,2,3,1,2,1,4,1,2,903,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,10,1,1,1,1,3,"Macintosh","Chrome",1440,900,9,48148
"2270",58,"female","US",26,26,40,40,18,28,0,6,1,2,2,2,2,1,2,2,3,3,4,2,3,1,3,3,3,3,2,2,3,3,4,5,4,5,4,4,4,3,4,3,3,5,4,5,4,4,3,5,3,4,1,1,1,1,2,2,2,2,2,4,3,3,4,4,2,3,2,2,3,2,2,282,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,4,1,4,2,2,4,"Linux","Chrome",360,640,12,224
"2272",17,"female","PH",34,25,34,31,21,24,0,4,4,3,1,3,4,3,2,4,3,2,3,2,2,3,3,3,2,3,2,3,2,2,3,4,3,4,3,3,5,2,4,3,4,3,3,4,1,2,4,3,4,3,5,3,2,2,2,1,1,2,2,1,3,2,4,1,3,2,2,2,1,4,2,281,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,2,3,2,2,7,3,1,2,1,4,"Windows","Chrome",1280,1024,6,255
"2274",22,"male","GB",38,35,48,39,33,39,0,6,2,5,5,1,4,1,5,5,4,4,1,1,4,4,4,4,4,4,2,3,4,2,4,5,4,5,5,5,5,5,5,5,5,2,5,3,3,4,4,3,5,5,4,2,4,4,3,4,2,4,4,2,5,5,5,3,4,2,4,4,4,3,1,124,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,1,1,2,1,4,1,1,2,"Linux","Chrome",360,640,7,469
"2275",30,"female","DE",37,33,38,39,19,26,1,7,2,5,3,2,3,2,3,4,3,4,3,3,3,4,4,3,2,4,4,3,3,3,4,4,3,4,4,4,5,3,3,4,4,5,3,4,3,5,4,4,3,4,1,2,1,2,2,2,2,2,2,3,1,3,3,3,2,3,3,2,3,3,2,237,1,1,1,1,1,1,0,1,0,1,0,0,0,1,0,1,4,3,2,1,7,1,4,2,3,1,"iOS","Safari",768,1024,3,320
"2276",26,"female","PK",25,33,39,37,22,32,0,0,3,2,2,2,2,2,1,1,1,4,3,2,4,1,3,2,4,4,4,5,5,1,2,3,4,4,5,5,4,4,4,4,5,5,4,2,4,2,3,3,4,5,4,2,3,3,1,2,2,2,1,2,3,1,5,3,5,5,3,2,3,2,2,267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,1,10,1,1,1,1,3,"Windows","Microsoft Internet Explorer",884,707,7,411
"2277",31,"male","NL",18,46,41,45,15,19,0,5,1,1,3,1,2,1,2,1,1,1,3,1,5,5,5,5,5,1,5,5,5,5,4,4,4,4,5,5,4,2,4,5,4,4,4,5,4,5,5,5,5,4,2,1,1,3,2,1,1,2,1,1,5,2,2,2,1,1,2,2,1,1,1,241,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,2,1,12,1,5,1,2,3,"Windows","Chrome",1920,1080,7,298
"2278",42,"female","IL",36,27,44,19,23,37,0,6,2,3,2,3,2,3,3,3,4,3,4,4,3,3,3,3,3,4,1,1,1,5,5,4,5,4,4,5,4,3,5,5,1,1,2,1,2,1,1,3,4,3,3,2,1,2,2,2,2,3,3,3,4,4,3,4,4,1,4,4,4,5,2,614,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,2,1,2,4,4,2,1,1,"Windows","Firefox",1366,768,49,551
"2279",28,"female","US",41,18,45,24,24,24,1,8,3,4,2,3,4,2,5,5,4,1,4,4,1,2,4,1,2,2,1,2,2,1,5,4,5,4,4,5,5,4,5,4,3,1,4,1,1,1,4,5,3,1,2,2,1,2,3,1,2,3,4,4,4,2,5,3,2,2,2,1,1,2,2,169,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,3,2,1,1,6,1,4,2,1,2,"Linux","Chrome",320,534,12,143
"2281",18,"male","US",16,14,50,46,22,30,0,0,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,1,1,5,1,1,1,1,5,5,5,5,1,1,1,1,1,5,1,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,2,1,4,2,1,2,"Windows","Chrome",1920,1080,24,435
"2282",28,"female","ID",40,24,43,39,31,27,0,7,2,4,5,2,4,3,3,4,4,4,1,4,1,4,2,2,2,5,2,2,3,1,4,4,4,4,5,4,4,4,5,5,5,5,4,4,2,4,4,3,4,4,4,2,2,4,3,4,4,3,2,3,2,3,2,2,3,3,3,4,3,2,2,158,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,2,1,1,1,1,1,1,2,"Macintosh","Chrome",1440,900,13,293
"2283",16,"male","AU",23,35,28,38,18,26,0,2,2,4,2,4,2,1,2,2,1,1,1,1,5,3,3,3,5,4,5,1,5,1,2,2,4,4,3,1,3,1,5,3,4,5,4,4,5,4,1,1,5,5,4,1,3,3,2,1,1,1,1,1,3,1,5,4,2,2,1,1,5,2,1,178,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,3,1,1,4,5,4,2,1,3,"Windows","Microsoft Internet Explorer",1366,768,9,167
"2285",38,"male","AU",53,28,33,21,43,40,0,9,5,5,5,5,5,4,5,5,5,5,1,3,3,3,2,1,5,2,4,2,3,3,4,3,4,4,1,4,2,4,4,3,1,2,3,2,1,3,3,1,1,4,4,4,3,4,4,4,5,5,5,5,3,5,4,4,5,5,3,4,5,2,1,85,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,2,1,1,1,5,4,1,1,2,"Macintosh","Safari",1680,1050,9,120
"2286",24,"female","DE",21,20,40,41,16,43,0,4,1,4,2,2,2,1,1,1,1,1,4,1,1,5,2,1,2,4,1,1,1,2,2,5,5,5,2,5,5,3,5,3,4,5,5,3,2,5,5,5,2,5,1,2,1,1,1,1,4,2,1,2,5,5,5,4,5,5,4,4,4,2,2,220,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,2,2,1,2,1,4,2,1,2,"Linux","Chrome",1600,900,124,281
"2287",28,"female","",35,12,25,29,18,38,0,4,2,5,5,1,5,1,5,4,3,1,2,1,1,1,3,1,1,1,1,1,1,1,3,3,3,3,3,1,2,1,4,2,3,2,5,3,5,3,2,1,2,3,5,3,3,1,1,1,1,1,1,1,5,2,3,3,5,2,5,5,5,3,2,216,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,2,1,1,1,7,1,3,1,3,6,"Windows","Chrome",1024,768,3,398
"2288",19,"female","US",39,25,28,23,15,33,0,4,4,3,4,3,4,5,3,1,3,2,4,3,3,3,5,2,3,1,5,1,1,1,3,1,5,3,2,3,3,3,4,1,1,2,5,1,2,1,3,3,2,3,2,2,1,1,2,1,2,1,1,2,3,2,5,3,3,4,4,2,4,3,2,216,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,10,1,1,2,1,4,"Linux","Chrome",360,640,17,180
"2289",18,"female","ZA",40,16,27,29,26,35,0,4,3,4,5,3,3,3,4,4,3,3,4,1,1,4,2,1,2,2,1,1,1,1,3,1,4,1,3,1,4,2,5,3,3,3,4,3,2,2,3,3,3,3,2,3,2,2,3,3,2,3,2,4,5,2,4,4,2,3,4,3,4,4,2,320,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,2,2,2,4,1,3,2,1,2,"Linux","AndroidBrowser",800,1280,24,261
"2291",19,"male","GB",49,11,31,23,42,33,0,7,4,5,5,3,4,4,5,4,5,4,2,4,1,1,2,1,1,1,1,1,1,1,3,4,3,4,2,3,3,3,4,2,2,2,4,2,1,3,3,2,2,2,4,5,2,4,5,4,5,5,4,4,4,3,4,4,3,3,3,2,4,3,1,219,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,1,1,2,1,4,1,1,2,"Windows","Firefox",1366,768,7721,308
"2292",13,"female","SG",25,13,31,39,25,18,0,6,3,1,1,3,2,2,2,1,2,2,4,2,1,2,1,1,3,1,1,1,1,1,1,3,5,3,5,3,4,1,1,5,3,5,3,2,5,5,1,5,5,5,5,3,2,1,3,1,4,3,1,2,3,3,1,1,3,1,1,1,3,1,2,210,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,1,2,3,2,1,12,4,5,2,1,2,"Linux","Chrome",320,522,8,271
"2293",44,"male","US",22,24,48,44,19,28,1,9,1,3,2,2,2,3,2,1,1,1,3,1,2,2,3,2,4,3,2,2,3,1,5,5,5,5,4,5,4,5,5,5,5,3,5,4,3,4,5,5,5,5,1,2,2,1,2,2,2,2,2,3,3,3,4,3,3,2,3,2,3,2,1,124,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,4,1,1,1,4,3,0,1,2,4,"Windows","Firefox",1280,1024,19,140
"2294",28,"male","EG",37,25,39,36,19,28,0,2,3,4,4,3,5,2,3,3,3,2,3,2,3,1,3,4,1,3,2,4,2,2,2,2,5,4,5,5,5,3,4,4,4,4,5,3,3,4,3,4,3,3,5,1,1,1,1,2,2,2,2,2,3,3,5,2,2,3,3,2,3,2,1,714,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,3,3,2,1,10,0,2,1,2,5,"Windows","Chrome",1366,768,161,929
"2295",28,"male","IN",40,28,29,29,15,33,0,2,3,1,4,3,3,3,4,3,4,5,3,4,3,1,4,3,2,3,4,4,3,1,2,2,4,3,3,3,3,3,3,3,2,4,3,3,3,2,3,3,3,3,2,2,1,1,1,1,1,2,1,3,4,2,4,3,4,4,3,2,3,4,1,251,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,3,2,1,6,5,5,1,2,2,"Windows","Firefox",1366,768,10,225
"2297",19,"female","PH",40,28,31,32,29,34,0,6,3,4,2,3,4,4,2,4,3,4,4,3,2,3,3,3,4,3,2,4,3,1,3,3,3,3,3,3,4,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,4,3,3,2,3,3,3,2,4,2,4,2,4,4,3,3,4,4,2,176,1,1,0,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,7,1,1,2,1,2,"Windows","Chrome",1280,800,20,269
"2299",19,"female","SD",34,31,35,24,18,40,0,4,2,4,3,3,2,3,2,3,3,4,2,3,3,4,3,2,3,5,3,3,2,3,2,2,5,3,4,5,2,2,5,5,3,3,4,1,3,1,2,2,2,3,5,1,3,1,1,1,1,2,1,2,5,5,5,3,3,3,4,4,4,4,2,308,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,2,3,1,1,10,1,2,2,1,3,"Linux","Chrome",360,640,6,242
"2300",17,"female","PH",41,39,40,31,26,37,0,5,3,4,3,2,5,4,3,5,4,2,3,3,4,5,5,3,4,4,4,3,4,3,3,5,5,5,4,4,4,2,4,4,3,2,4,2,2,2,4,5,4,3,4,1,3,2,2,2,2,3,2,5,4,2,4,2,3,5,5,5,5,2,2,402,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,3,2,1,4,1,1,2,1,2,"Windows","Firefox",1366,768,23,805
"2301",29,"male","TW",35,16,35,28,33,36,0,7,3,4,2,4,2,2,2,2,3,3,4,4,2,1,2,1,2,2,1,1,2,2,1,5,2,5,4,4,4,3,4,3,1,1,3,3,2,2,3,5,4,4,3,4,1,5,3,4,3,2,4,4,4,3,2,4,4,4,3,4,4,4,1,221,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,3,3,2,1,0,1,1,1,1,2,"Windows","SeaMonkey",1600,900,11,393
"2302",17,"female","PH",35,28,32,42,23,42,0,1,2,5,5,3,4,1,4,3,1,3,2,2,3,2,5,3,4,3,2,3,2,1,3,3,3,3,3,4,4,2,4,3,4,4,4,5,4,3,5,4,4,5,4,1,4,2,2,1,2,3,2,2,5,4,5,3,5,4,4,3,5,4,2,682,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,3,2,1,10,1,5,2,1,6,"Windows","Chrome",1366,768,30,569
"2303",21,"female","GB",34,28,25,32,20,45,1,5,3,2,2,4,5,1,5,2,1,5,1,3,4,3,4,3,4,4,2,1,2,1,3,1,1,1,4,1,4,3,5,2,5,2,4,1,4,2,3,4,4,3,1,1,5,1,2,1,3,2,2,2,5,4,5,5,5,3,5,5,3,5,2,133,1,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,3,2,1,1,1,1,4,2,1,2,"iOS","Safari",768,1024,8,150
"2304",27,"female","EG",32,17,44,37,18,45,2,3,2,5,5,5,3,1,2,1,1,5,1,1,1,1,1,1,5,1,1,1,3,2,5,1,5,5,5,5,5,4,4,5,5,1,5,2,3,5,5,1,5,5,5,1,5,1,1,1,1,1,1,1,5,5,5,1,5,5,4,5,5,5,2,341,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,3,3,2,2,10,1,2,1,2,2,"Windows","Chrome",1600,900,41,222
"2305",17,"female","CA",29,33,34,36,19,38,0,3,3,2,3,3,1,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,4,3,4,5,1,5,4,1,4,3,3,4,3,5,4,4,3,4,3,5,2,3,1,1,2,2,2,2,2,2,2,3,5,4,5,4,3,4,4,3,3,3,2,732,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,2,1,0,7,1,5,2,1,2,"Macintosh","Safari",1280,800,7,210
"2306",17,"female","US",39,31,31,37,16,38,0,5,2,4,5,3,4,1,2,5,4,4,2,3,3,3,4,3,3,4,2,3,4,2,3,3,3,4,3,3,4,2,3,3,4,4,4,3,3,4,4,3,4,4,2,2,2,2,1,1,2,1,1,2,5,2,5,1,3,5,4,4,5,4,2,167,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,2,1,4,2,1,2,"iOS","Safari",320,568,62,195
"2307",15,"female","SG",33,17,38,37,25,41,1,6,1,5,4,3,4,1,3,3,3,4,1,1,1,1,3,2,1,1,2,3,2,1,3,4,4,5,3,4,4,2,5,4,4,5,4,2,4,4,4,3,4,3,2,3,3,2,2,2,3,2,2,4,4,4,5,4,4,4,4,4,4,4,2,95,1,1,1,1,1,0,0,0,0,1,0,1,1,1,1,1,1,3,1,1,3,4,1,2,1,1,"iOS","Safari",768,1024,2,99
"2308",40,"female","GB",26,24,43,36,12,29,0,6,2,3,3,2,3,2,3,2,1,1,3,1,1,2,5,3,4,3,3,1,1,1,5,5,5,5,3,5,4,3,5,3,3,4,4,3,3,3,4,5,4,3,1,1,1,1,1,1,1,1,1,3,3,3,5,3,3,4,1,1,3,3,2,288,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,2,12,5,4,2,1,4,"Windows","Microsoft Internet Explorer",1280,960,9,146
"2309",49,"female","US",20,30,41,46,19,26,0,7,2,2,2,3,2,1,1,1,1,1,3,1,1,4,4,2,4,4,1,5,2,3,4,5,3,5,4,4,5,4,3,4,5,3,5,5,5,4,5,5,5,4,5,2,1,1,1,1,1,2,3,2,3,2,3,3,2,3,2,3,2,3,2,245,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,3,1,1,1,7,1,4,2,3,2,"Windows","Chrome",1366,768,27,233
"2310",23,"female","ID",31,34,36,30,19,29,0,5,2,2,3,2,2,2,3,2,3,3,4,3,2,4,4,3,4,4,3,3,3,4,3,4,4,4,3,4,4,2,4,4,3,3,3,3,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,2,3,2,4,4,3,2,3,2,3,3,2,141,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,6,2,1,1,1,1,"Linux","Chrome",360,640,14,135
"2311",52,"female","GB",25,29,33,31,21,29,0,7,1,4,3,1,5,1,2,2,1,1,3,1,1,3,4,3,4,3,3,2,3,3,1,4,4,4,4,2,4,2,4,4,3,5,4,3,2,2,2,4,3,3,1,2,3,2,2,3,2,2,2,2,2,3,3,3,4,3,3,2,3,3,2,250,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,2,1,1,1,6,1,4,1,2,2,"Windows","Chrome",1024,768,14,224
